Localidad,Estudiantes,Latitud,Longitud
Fontibón,109,4.678601,-74.118
Suba,171,4.678601,-74.146295
Usaquén,486,4.678601,-74.030012
Chapinero,275,4.648283,-74.057005
Engativá,238,4.693419,-74.118
Engativá,362,4.748477,-74.118
Usaquén,102,4.683132,-74.057005
Suba,81,4.648283,-74.146295
Engativá,329,4.648283,-74.103209
Usaquén,267,4.748477,-74.146295
Engativá,191,4.748477,-74.057005
Usaquén,153,4.683132,-74.146295
Chapinero,178,4.648283,-74.118
Suba,224,4.678601,-74.030012
Engativá,57,4.693419,-74.030012
Engativá,156,4.748477,-74.030012
Chapinero,439,4.683132,-74.118
Usaquén,382,4.678601,-74.118
Chapinero,329,4.678601,-74.118
Suba,442,4.748477,-74.103209
Chapinero,65,4.693419,-74.030012
Usaquén,213,4.683132,-74.146295
Engativá,120,4.683132,-74.057005
Chapinero,310,4.678601,-74.057005
Engativá,271,4.648283,-74.030012
Usaquén,390,4.648283,-74.118
Chapinero,455,4.678601,-74.118
Fontibón,188,4.683132,-74.118
Fontibón,292,4.683132,-74.103209
Usaquén,265,4.678601,-74.103209
Suba,460,4.683132,-74.057005
Engativá,305,4.648283,-74.057005
Chapinero,171,4.648283,-74.103209
Engativá,119,4.648283,-74.057005
Suba,424,4.748477,-74.030012
Suba,65,4.693419,-74.146295
Fontibón,203,4.678601,-74.118
Chapinero,447,4.678601,-74.057005
Chapinero,457,4.748477,-74.057005
Fontibón,274,4.683132,-74.118
Fontibón,479,4.748477,-74.146295
Engativá,358,4.678601,-74.057005
Fontibón,479,4.683132,-74.146295
Chapinero,233,4.748477,-74.146295
Fontibón,63,4.693419,-74.146295
Fontibón,230,4.693419,-74.146295
Usaquén,148,4.748477,-74.030012
Engativá,375,4.678601,-74.103209
Usaquén,331,4.678601,-74.057005
Usaquén,494,4.648283,-74.057005
Engativá,156,4.648283,-74.030012
Usaquén,473,4.683132,-74.030012
Fontibón,65,4.648283,-74.057005
Usaquén,326,4.678601,-74.103209
Fontibón,367,4.693419,-74.103209
Fontibón,316,4.748477,-74.030012
Chapinero,490,4.678601,-74.030012
Usaquén,240,4.648283,-74.118
Engativá,338,4.748477,-74.146295
Chapinero,198,4.683132,-74.057005
Chapinero,396,4.648283,-74.118
Suba,56,4.678601,-74.030012
Engativá,96,4.678601,-74.030012
Fontibón,472,4.648283,-74.057005
Usaquén,215,4.678601,-74.057005
Engativá,257,4.683132,-74.057005
Usaquén,467,4.693419,-74.118
Usaquén,346,4.748477,-74.057005
Usaquén,257,4.683132,-74.057005
Engativá,191,4.683132,-74.030012
Engativá,289,4.748477,-74.118
Fontibón,388,4.648283,-74.118
Fontibón,273,4.683132,-74.146295
Engativá,111,4.748477,-74.030012
Usaquén,463,4.678601,-74.118
Usaquén,362,4.683132,-74.030012
Chapinero,340,4.693419,-74.146295
Chapinero,438,4.678601,-74.103209
Engativá,498,4.683132,-74.118
Engativá,131,4.683132,-74.030012
Engativá,400,4.648283,-74.103209
Usaquén,392,4.683132,-74.030012
Chapinero,428,4.683132,-74.118
Suba,403,4.648283,-74.118
Fontibón,282,4.678601,-74.030012
Engativá,209,4.683132,-74.146295
Usaquén,273,4.683132,-74.030012
Suba,357,4.678601,-74.103209
Fontibón,63,4.683132,-74.057005
Suba,289,4.683132,-74.057005
Suba,88,4.693419,-74.057005
Chapinero,354,4.683132,-74.057005
Engativá,142,4.648283,-74.118
Engativá,155,4.648283,-74.118
Fontibón,190,4.683132,-74.103209
Fontibón,310,4.748477,-74.118
Suba,434,4.748477,-74.103209
Usaquén,204,4.748477,-74.103209
Chapinero,291,4.683132,-74.057005
Fontibón,442,4.748477,-74.030012
Suba,450,4.648283,-74.030012
Engativá,219,4.693419,-74.030012
Usaquén,225,4.693419,-74.057005
Engativá,498,4.678601,-74.030012
Usaquén,236,4.748477,-74.146295
Usaquén,395,4.693419,-74.103209
Suba,162,4.748477,-74.057005
Usaquén,95,4.678601,-74.057005
Usaquén,135,4.648283,-74.146295
Fontibón,455,4.683132,-74.057005
Usaquén,370,4.748477,-74.118
Fontibón,334,4.693419,-74.118
Suba,313,4.678601,-74.103209
Chapinero,123,4.683132,-74.118
Engativá,471,4.683132,-74.103209
Engativá,448,4.693419,-74.030012
Engativá,129,4.748477,-74.103209
Suba,111,4.683132,-74.146295
Engativá,163,4.678601,-74.118
Fontibón,96,4.678601,-74.118
Usaquén,428,4.748477,-74.118
Suba,222,4.678601,-74.030012
Usaquén,244,4.648283,-74.103209
Usaquén,73,4.693419,-74.146295
Chapinero,215,4.693419,-74.146295
Fontibón,113,4.683132,-74.103209
Fontibón,285,4.648283,-74.030012
Usaquén,310,4.748477,-74.057005
Chapinero,101,4.678601,-74.118
Chapinero,410,4.683132,-74.146295
Usaquén,290,4.693419,-74.146295
Chapinero,389,4.648283,-74.057005
Usaquén,289,4.648283,-74.030012
Usaquén,264,4.693419,-74.057005
Engativá,165,4.683132,-74.146295
Suba,86,4.648283,-74.057005
Engativá,56,4.678601,-74.057005
Fontibón,348,4.683132,-74.057005
Usaquén,369,4.648283,-74.103209
Engativá,500,4.693419,-74.030012
Usaquén,178,4.683132,-74.146295
Fontibón,376,4.693419,-74.103209
Chapinero,314,4.693419,-74.118
Engativá,152,4.693419,-74.030012
Usaquén,291,4.678601,-74.118
Engativá,73,4.683132,-74.057005
Chapinero,167,4.748477,-74.146295
Fontibón,124,4.693419,-74.118
Fontibón,179,4.648283,-74.103209
Chapinero,309,4.748477,-74.146295
Fontibón,249,4.648283,-74.057005
Engativá,225,4.683132,-74.103209
Chapinero,462,4.678601,-74.146295
Chapinero,367,4.678601,-74.103209
Usaquén,378,4.648283,-74.103209
Engativá,280,4.678601,-74.118
Suba,488,4.748477,-74.103209
Chapinero,114,4.678601,-74.103209
Chapinero,433,4.748477,-74.057005
Suba,453,4.648283,-74.030012
Engativá,312,4.748477,-74.030012
Engativá,245,4.648283,-74.146295
Chapinero,268,4.683132,-74.103209
Suba,432,4.748477,-74.057005
Suba,100,4.678601,-74.030012
Fontibón,66,4.748477,-74.030012
Usaquén,147,4.693419,-74.118
Engativá,433,4.748477,-74.146295
Usaquén,426,4.683132,-74.057005
Usaquén,471,4.683132,-74.057005
Engativá,328,4.683132,-74.030012
Engativá,309,4.748477,-74.146295
Fontibón,69,4.693419,-74.118
Usaquén,182,4.678601,-74.030012
Fontibón,139,4.693419,-74.057005
Usaquén,130,4.678601,-74.118
Engativá,423,4.683132,-74.103209
Engativá,76,4.678601,-74.030012
Suba,468,4.683132,-74.146295
Engativá,227,4.678601,-74.030012
Suba,120,4.683132,-74.057005
Usaquén,391,4.678601,-74.103209
Chapinero,223,4.683132,-74.030012
Chapinero,151,4.693419,-74.103209
Chapinero,380,4.748477,-74.103209
Usaquén,142,4.748477,-74.146295
Usaquén,131,4.678601,-74.146295
Suba,476,4.693419,-74.146295
Chapinero,262,4.748477,-74.103209
Fontibón,456,4.648283,-74.118
Usaquén,319,4.683132,-74.030012
Suba,423,4.748477,-74.118
Suba,263,4.693419,-74.030012
Fontibón,483,4.683132,-74.118
Chapinero,199,4.693419,-74.030012
Usaquén,135,4.678601,-74.146295
Suba,424,4.678601,-74.103209
Chapinero,341,4.648283,-74.030012
Chapinero,417,4.648283,-74.103209
Engativá,299,4.648283,-74.057005
Fontibón,331,4.648283,-74.030012
Usaquén,342,4.748477,-74.118
Chapinero,451,4.648283,-74.118
Fontibón,492,4.748477,-74.118
Fontibón,423,4.748477,-74.057005
Fontibón,157,4.693419,-74.103209
Engativá,183,4.748477,-74.118
Suba,363,4.748477,-74.057005
Chapinero,404,4.648283,-74.118
Engativá,115,4.693419,-74.103209
Fontibón,437,4.693419,-74.146295
Engativá,329,4.748477,-74.030012
Engativá,410,4.678601,-74.030012
Fontibón,382,4.678601,-74.103209
Chapinero,69,4.648283,-74.057005
Fontibón,54,4.683132,-74.057005
Fontibón,258,4.678601,-74.103209
Usaquén,103,4.683132,-74.118
Engativá,455,4.693419,-74.103209
Usaquén,318,4.683132,-74.118
Engativá,155,4.678601,-74.146295
Usaquén,300,4.648283,-74.057005
Engativá,115,4.748477,-74.057005
Chapinero,225,4.693419,-74.030012
Chapinero,213,4.648283,-74.103209
Suba,304,4.648283,-74.030012
Usaquén,144,4.693419,-74.146295
Fontibón,346,4.748477,-74.103209
Usaquén,75,4.693419,-74.146295
Suba,455,4.748477,-74.118
Engativá,117,4.648283,-74.146295
Engativá,259,4.693419,-74.118
Suba,438,4.693419,-74.118
Fontibón,124,4.678601,-74.118
Usaquén,97,4.683132,-74.057005
Chapinero,486,4.748477,-74.146295
Fontibón,129,4.648283,-74.057005
Chapinero,327,4.648283,-74.057005
Fontibón,467,4.678601,-74.146295
Usaquén,115,4.683132,-74.103209
Chapinero,57,4.693419,-74.103209
Suba,103,4.648283,-74.146295
Engativá,293,4.693419,-74.057005
Fontibón,96,4.678601,-74.118
Chapinero,69,4.678601,-74.118
Chapinero,297,4.678601,-74.118
Chapinero,217,4.683132,-74.030012
Chapinero,221,4.693419,-74.103209
Fontibón,196,4.683132,-74.118
Engativá,356,4.748477,-74.103209
Usaquén,158,4.683132,-74.103209
Usaquén,235,4.748477,-74.146295
Fontibón,356,4.683132,-74.030012
Fontibón,338,4.678601,-74.057005
Engativá,457,4.683132,-74.103209
Chapinero,271,4.648283,-74.103209
Suba,220,4.693419,-74.103209
Engativá,231,4.678601,-74.030012
Fontibón,91,4.748477,-74.030012
Fontibón,375,4.748477,-74.146295
Engativá,392,4.648283,-74.030012
Suba,464,4.683132,-74.057005
Fontibón,206,4.683132,-74.030012
Fontibón,199,4.648283,-74.030012
Engativá,276,4.678601,-74.103209
Fontibón,218,4.683132,-74.030012
Usaquén,177,4.748477,-74.030012
Usaquén,79,4.748477,-74.146295
Engativá,369,4.683132,-74.030012
Suba,146,4.748477,-74.103209
Suba,426,4.683132,-74.118
Fontibón,413,4.648283,-74.030012
Usaquén,489,4.748477,-74.103209
Suba,207,4.648283,-74.118
Suba,302,4.683132,-74.057005
Suba,414,4.648283,-74.057005
Engativá,158,4.678601,-74.057005
Engativá,179,4.648283,-74.103209
Fontibón,357,4.748477,-74.118
Engativá,225,4.748477,-74.103209
Fontibón,68,4.748477,-74.146295
Engativá,387,4.693419,-74.057005
Chapinero,364,4.748477,-74.057005
Chapinero,280,4.648283,-74.118
Engativá,453,4.748477,-74.118
Suba,179,4.748477,-74.146295
Usaquén,69,4.748477,-74.057005
Fontibón,434,4.683132,-74.057005
Engativá,342,4.648283,-74.030012
Suba,100,4.678601,-74.103209
Fontibón,152,4.693419,-74.146295
Engativá,451,4.683132,-74.103209
Engativá,111,4.683132,-74.030012
Suba,229,4.678601,-74.118
Usaquén,179,4.678601,-74.030012
Chapinero,94,4.748477,-74.118
Chapinero,495,4.678601,-74.103209
Usaquén,200,4.693419,-74.057005
Fontibón,124,4.748477,-74.057005
Suba,188,4.683132,-74.118
Engativá,384,4.748477,-74.030012
Fontibón,155,4.678601,-74.057005
Engativá,114,4.693419,-74.118
Suba,482,4.748477,-74.103209
Fontibón,423,4.678601,-74.118
Chapinero,290,4.683132,-74.146295
Usaquén,385,4.693419,-74.030012
Engativá,111,4.748477,-74.030012
Chapinero,109,4.678601,-74.146295
Usaquén,179,4.683132,-74.118
Engativá,294,4.648283,-74.103209
Fontibón,326,4.683132,-74.057005
Usaquén,232,4.748477,-74.103209
Fontibón,79,4.648283,-74.118
Chapinero,333,4.748477,-74.030012
Chapinero,176,4.648283,-74.118
Suba,167,4.693419,-74.057005
Chapinero,160,4.693419,-74.057005
Suba,149,4.748477,-74.103209
Suba,122,4.683132,-74.103209
Usaquén,340,4.693419,-74.146295
Chapinero,243,4.648283,-74.118
Engativá,418,4.748477,-74.118
Engativá,225,4.748477,-74.103209
Chapinero,287,4.648283,-74.118
Chapinero,119,4.678601,-74.146295
Suba,81,4.693419,-74.057005
Fontibón,500,4.748477,-74.030012
Chapinero,339,4.693419,-74.030012
Fontibón,182,4.678601,-74.057005
Chapinero,119,4.648283,-74.103209
Suba,495,4.648283,-74.103209
Engativá,185,4.678601,-74.057005
Chapinero,496,4.678601,-74.118
Fontibón,177,4.678601,-74.103209
Fontibón,325,4.683132,-74.118
Usaquén,432,4.678601,-74.103209
Usaquén,180,4.678601,-74.146295
Chapinero,447,4.678601,-74.057005
Chapinero,284,4.693419,-74.103209
Usaquén,440,4.748477,-74.030012
Chapinero,76,4.683132,-74.146295
Usaquén,374,4.648283,-74.030012
Suba,462,4.693419,-74.118
Usaquén,145,4.648283,-74.146295
Suba,158,4.693419,-74.146295
Fontibón,271,4.648283,-74.118
Suba,181,4.678601,-74.103209
Fontibón,150,4.693419,-74.030012
Chapinero,81,4.683132,-74.057005
Suba,135,4.693419,-74.030012
Engativá,219,4.648283,-74.146295
Suba,407,4.683132,-74.118
Fontibón,102,4.693419,-74.030012
Usaquén,215,4.748477,-74.030012
Chapinero,356,4.683132,-74.146295
Suba,175,4.678601,-74.146295
Engativá,294,4.683132,-74.057005
Usaquén,450,4.693419,-74.030012
Usaquén,291,4.648283,-74.118
Engativá,54,4.748477,-74.057005
Suba,154,4.748477,-74.118
Suba,238,4.648283,-74.118
Chapinero,275,4.678601,-74.118
Chapinero,454,4.678601,-74.103209
Suba,413,4.693419,-74.030012
Engativá,494,4.748477,-74.030012
Usaquén,247,4.693419,-74.030012
Usaquén,323,4.693419,-74.118
Usaquén,271,4.648283,-74.118
Engativá,420,4.683132,-74.030012
Suba,121,4.748477,-74.146295
Engativá,212,4.678601,-74.057005
Engativá,299,4.748477,-74.146295
Fontibón,316,4.693419,-74.057005
Suba,432,4.678601,-74.103209
Usaquén,101,4.648283,-74.057005
Suba,89,4.683132,-74.103209
Fontibón,74,4.678601,-74.057005
Suba,168,4.683132,-74.030012
Engativá,396,4.693419,-74.030012
Engativá,290,4.683132,-74.146295
Suba,276,4.648283,-74.030012
Engativá,200,4.648283,-74.057005
Usaquén,458,4.683132,-74.030012
Suba,488,4.693419,-74.146295
Engativá,171,4.648283,-74.146295
Usaquén,402,4.678601,-74.146295
Usaquén,429,4.748477,-74.030012
Fontibón,249,4.648283,-74.146295
Engativá,462,4.683132,-74.103209
Usaquén,421,4.678601,-74.103209
Chapinero,160,4.648283,-74.146295
Fontibón,443,4.683132,-74.057005
Usaquén,310,4.683132,-74.118
Chapinero,243,4.678601,-74.118
Fontibón,395,4.678601,-74.103209
Chapinero,127,4.678601,-74.103209
Fontibón,201,4.648283,-74.146295
Suba,295,4.748477,-74.057005
Chapinero,156,4.693419,-74.057005
Usaquén,293,4.748477,-74.118
Engativá,138,4.683132,-74.030012
Usaquén,182,4.748477,-74.118
Suba,166,4.693419,-74.057005
Fontibón,228,4.683132,-74.103209
Usaquén,422,4.683132,-74.103209
Chapinero,81,4.748477,-74.103209
Chapinero,376,4.678601,-74.057005
Engativá,244,4.693419,-74.030012
Engativá,446,4.678601,-74.103209
Chapinero,498,4.648283,-74.103209
Engativá,301,4.678601,-74.103209
Usaquén,449,4.748477,-74.030012
Suba,266,4.683132,-74.030012
Engativá,439,4.683132,-74.030012
Suba,436,4.693419,-74.103209
Suba,274,4.748477,-74.030012
Suba,196,4.693419,-74.103209
Chapinero,88,4.678601,-74.030012
Engativá,302,4.648283,-74.146295
Chapinero,161,4.648283,-74.057005
Fontibón,141,4.678601,-74.146295
Fontibón,469,4.648283,-74.057005
Chapinero,131,4.683132,-74.118
Chapinero,106,4.693419,-74.103209
Fontibón,425,4.748477,-74.030012
Engativá,137,4.748477,-74.030012
Fontibón,372,4.648283,-74.103209
Suba,166,4.678601,-74.103209
Engativá,460,4.648283,-74.146295
Engativá,213,4.648283,-74.118
Engativá,127,4.648283,-74.057005
Fontibón,453,4.683132,-74.146295
Engativá,241,4.693419,-74.030012
Usaquén,187,4.748477,-74.030012
Engativá,282,4.648283,-74.057005
Fontibón,211,4.683132,-74.057005
Suba,420,4.683132,-74.146295
Usaquén,353,4.648283,-74.057005
Usaquén,327,4.683132,-74.057005
Suba,271,4.678601,-74.030012
Suba,115,4.748477,-74.057005
Usaquén,304,4.693419,-74.057005
Chapinero,320,4.683132,-74.146295
Engativá,116,4.678601,-74.103209
Fontibón,222,4.678601,-74.057005
Usaquén,95,4.678601,-74.118
Engativá,158,4.748477,-74.103209
Usaquén,104,4.748477,-74.103209
Engativá,234,4.648283,-74.030012
Suba,345,4.693419,-74.103209
Usaquén,379,4.693419,-74.030012
Usaquén,466,4.683132,-74.103209
Usaquén,448,4.678601,-74.118
Fontibón,170,4.683132,-74.030012
Suba,223,4.648283,-74.103209
Engativá,206,4.693419,-74.030012
Fontibón,109,4.648283,-74.118
Suba,303,4.748477,-74.146295
Usaquén,141,4.693419,-74.057005
Usaquén,442,4.748477,-74.118
Fontibón,260,4.683132,-74.057005
Engativá,407,4.748477,-74.146295
Engativá,315,4.648283,-74.146295
Usaquén,126,4.683132,-74.030012
Suba,389,4.693419,-74.103209
Engativá,276,4.683132,-74.103209
Suba,163,4.648283,-74.057005
Usaquén,89,4.748477,-74.030012
Fontibón,65,4.748477,-74.057005
Suba,214,4.648283,-74.146295
Engativá,395,4.678601,-74.057005
Usaquén,351,4.678601,-74.118
Fontibón,250,4.748477,-74.118
Chapinero,231,4.678601,-74.146295
Usaquén,263,4.693419,-74.030012
Engativá,464,4.683132,-74.118
Chapinero,380,4.648283,-74.103209
Engativá,328,4.678601,-74.030012
Engativá,203,4.683132,-74.103209
Engativá,304,4.678601,-74.118
Chapinero,377,4.678601,-74.103209
Engativá,60,4.678601,-74.103209
Chapinero,376,4.748477,-74.103209
Suba,94,4.683132,-74.118
Fontibón,362,4.693419,-74.146295
Engativá,391,4.748477,-74.057005
Suba,140,4.678601,-74.030012
Fontibón,244,4.683132,-74.118
Engativá,301,4.748477,-74.057005
Engativá,409,4.678601,-74.057005
Chapinero,80,4.693419,-74.118
Fontibón,110,4.648283,-74.146295
Chapinero,77,4.678601,-74.146295
Suba,247,4.693419,-74.146295
Suba,408,4.678601,-74.057005
Chapinero,336,4.683132,-74.030012
Chapinero,191,4.748477,-74.057005
Fontibón,173,4.683132,-74.146295
Suba,365,4.683132,-74.030012
Engativá,300,4.648283,-74.030012
Suba,196,4.683132,-74.103209
Usaquén,311,4.748477,-74.057005
Chapinero,407,4.683132,-74.118
Usaquén,162,4.648283,-74.103209
Chapinero,133,4.693419,-74.103209
Engativá,371,4.748477,-74.030012
Chapinero,448,4.693419,-74.030012
Usaquén,348,4.683132,-74.030012
Usaquén,341,4.648283,-74.118
Engativá,316,4.693419,-74.030012
Suba,109,4.648283,-74.057005
Chapinero,230,4.683132,-74.057005
Engativá,492,4.748477,-74.030012
Engativá,252,4.678601,-74.118
Suba,201,4.683132,-74.103209
Suba,483,4.678601,-74.057005
Engativá,351,4.748477,-74.146295
Suba,90,4.648283,-74.103209
Chapinero,401,4.693419,-74.118
Usaquén,296,4.683132,-74.146295
Fontibón,464,4.683132,-74.118
Usaquén,423,4.678601,-74.118
Fontibón,410,4.648283,-74.146295
Engativá,138,4.683132,-74.118
Chapinero,345,4.693419,-74.103209
Fontibón,172,4.648283,-74.146295
Fontibón,359,4.748477,-74.146295
Suba,429,4.678601,-74.057005
Chapinero,242,4.648283,-74.103209
Suba,420,4.693419,-74.030012
Chapinero,356,4.748477,-74.030012
Fontibón,256,4.648283,-74.057005
Suba,483,4.683132,-74.146295
Engativá,423,4.678601,-74.146295
Chapinero,252,4.693419,-74.103209
Engativá,177,4.693419,-74.118
Suba,337,4.748477,-74.030012
Suba,215,4.683132,-74.146295
Chapinero,196,4.748477,-74.057005
Chapinero,289,4.648283,-74.057005
Suba,378,4.648283,-74.103209
Chapinero,340,4.678601,-74.118
Usaquén,124,4.678601,-74.146295
Suba,63,4.678601,-74.118
Usaquén,277,4.693419,-74.057005
Chapinero,401,4.683132,-74.057005
Engativá,242,4.683132,-74.030012
Suba,198,4.648283,-74.030012
Engativá,361,4.693419,-74.103209
Suba,465,4.683132,-74.118
Chapinero,112,4.693419,-74.057005
Chapinero,354,4.648283,-74.118
Chapinero,440,4.693419,-74.030012
Usaquén,67,4.693419,-74.057005
Chapinero,410,4.683132,-74.146295
Engativá,224,4.748477,-74.057005
Suba,322,4.683132,-74.103209
Chapinero,208,4.683132,-74.057005
Engativá,406,4.748477,-74.118
Suba,437,4.678601,-74.118
Chapinero,223,4.648283,-74.057005
Fontibón,154,4.693419,-74.146295
Engativá,433,4.678601,-74.146295
Engativá,312,4.693419,-74.057005
Suba,319,4.693419,-74.057005
Usaquén,412,4.693419,-74.057005
Suba,59,4.648283,-74.057005
Usaquén,59,4.748477,-74.057005
Suba,371,4.648283,-74.057005
Chapinero,491,4.693419,-74.030012
Engativá,460,4.748477,-74.103209
Usaquén,67,4.693419,-74.118
Chapinero,254,4.748477,-74.118
Fontibón,315,4.648283,-74.030012
Suba,110,4.683132,-74.103209
Chapinero,374,4.683132,-74.118
Fontibón,82,4.678601,-74.057005
Fontibón,123,4.748477,-74.030012
Suba,143,4.693419,-74.146295
Fontibón,175,4.693419,-74.103209
Engativá,53,4.748477,-74.103209
Chapinero,313,4.693419,-74.103209
Usaquén,194,4.678601,-74.146295
Engativá,56,4.678601,-74.118
Suba,245,4.693419,-74.103209
Fontibón,414,4.678601,-74.118
Usaquén,423,4.693419,-74.146295
Suba,284,4.748477,-74.146295
Chapinero,217,4.693419,-74.030012
Chapinero,304,4.683132,-74.118
Engativá,255,4.678601,-74.118
Engativá,373,4.748477,-74.103209
Engativá,166,4.683132,-74.103209
Fontibón,464,4.748477,-74.057005
Engativá,430,4.693419,-74.118
Engativá,253,4.683132,-74.118
Chapinero,229,4.748477,-74.030012
Engativá,373,4.648283,-74.103209
Usaquén,368,4.678601,-74.118
Suba,326,4.678601,-74.030012
Usaquén,394,4.678601,-74.146295
Usaquén,238,4.648283,-74.030012
Suba,390,4.748477,-74.103209
Usaquén,283,4.678601,-74.030012
Suba,193,4.678601,-74.030012
Fontibón,184,4.678601,-74.146295
Suba,440,4.748477,-74.030012
Usaquén,345,4.693419,-74.057005
Chapinero,477,4.683132,-74.030012
Suba,469,4.648283,-74.103209
Chapinero,61,4.748477,-74.030012
Chapinero,328,4.683132,-74.118
Usaquén,368,4.678601,-74.146295
Usaquén,322,4.678601,-74.118
Suba,195,4.748477,-74.057005
Suba,218,4.683132,-74.146295
Suba,286,4.648283,-74.057005
Chapinero,53,4.748477,-74.057005
Chapinero,319,4.678601,-74.030012
Suba,410,4.693419,-74.103209
Usaquén,338,4.748477,-74.030012
Usaquén,374,4.683132,-74.103209
Fontibón,305,4.683132,-74.118
Usaquén,85,4.748477,-74.103209
Engativá,156,4.648283,-74.057005
Fontibón,316,4.693419,-74.118
Engativá,81,4.678601,-74.030012
Fontibón,374,4.693419,-74.030012
Chapinero,382,4.693419,-74.057005
Chapinero,173,4.683132,-74.030012
Engativá,242,4.693419,-74.030012
Fontibón,276,4.648283,-74.057005
Chapinero,407,4.648283,-74.057005
Usaquén,321,4.693419,-74.030012
Usaquén,438,4.683132,-74.146295
Usaquén,288,4.748477,-74.103209
Chapinero,475,4.648283,-74.103209
Usaquén,78,4.693419,-74.030012
Suba,350,4.693419,-74.146295
Fontibón,158,4.648283,-74.103209
Chapinero,469,4.683132,-74.030012
Chapinero,469,4.648283,-74.103209
Suba,217,4.648283,-74.146295
Chapinero,366,4.683132,-74.057005
Chapinero,253,4.748477,-74.118
Engativá,333,4.748477,-74.030012
Chapinero,141,4.678601,-74.057005
Usaquén,476,4.693419,-74.103209
Chapinero,247,4.683132,-74.057005
Fontibón,339,4.693419,-74.146295
Fontibón,318,4.748477,-74.118
Suba,58,4.648283,-74.118
Suba,109,4.693419,-74.118
Usaquén,128,4.678601,-74.146295
Fontibón,487,4.648283,-74.103209
Fontibón,54,4.683132,-74.118
Fontibón,310,4.693419,-74.030012
Usaquén,206,4.683132,-74.057005
Chapinero,480,4.678601,-74.118
Engativá,113,4.683132,-74.030012
Engativá,163,4.683132,-74.146295
Fontibón,93,4.748477,-74.103209
Fontibón,115,4.693419,-74.057005
Engativá,115,4.748477,-74.146295
Chapinero,368,4.648283,-74.103209
Chapinero,124,4.693419,-74.103209
Chapinero,313,4.693419,-74.030012
Suba,245,4.678601,-74.146295
Fontibón,349,4.648283,-74.103209
Suba,301,4.748477,-74.103209
Suba,407,4.648283,-74.146295
Fontibón,342,4.693419,-74.030012
Usaquén,211,4.678601,-74.030012
Suba,187,4.693419,-74.146295
Chapinero,479,4.683132,-74.103209
Fontibón,304,4.683132,-74.146295
Usaquén,114,4.693419,-74.103209
Suba,87,4.693419,-74.103209
Fontibón,288,4.748477,-74.146295
Fontibón,183,4.748477,-74.103209
Usaquén,347,4.748477,-74.118
Engativá,68,4.693419,-74.118
Fontibón,317,4.693419,-74.146295
Suba,438,4.693419,-74.057005
Suba,452,4.683132,-74.103209
Chapinero,341,4.748477,-74.030012
Suba,334,4.748477,-74.118
Fontibón,429,4.748477,-74.057005
Suba,58,4.648283,-74.057005
Engativá,492,4.678601,-74.030012
Chapinero,93,4.748477,-74.030012
Suba,95,4.683132,-74.057005
Usaquén,453,4.683132,-74.057005
Chapinero,93,4.678601,-74.057005
Chapinero,73,4.678601,-74.118
Fontibón,325,4.748477,-74.030012
Fontibón,403,4.683132,-74.030012
Chapinero,65,4.648283,-74.118
Suba,251,4.648283,-74.146295
Chapinero,212,4.648283,-74.103209
Fontibón,442,4.648283,-74.118
Suba,240,4.683132,-74.118
Fontibón,207,4.693419,-74.146295
Usaquén,404,4.678601,-74.118
Engativá,299,4.683132,-74.030012
Chapinero,254,4.693419,-74.103209
Fontibón,98,4.748477,-74.030012
Suba,439,4.648283,-74.103209
Fontibón,171,4.678601,-74.030012
Usaquén,352,4.683132,-74.146295
Fontibón,95,4.678601,-74.030012
Suba,365,4.678601,-74.057005
Engativá,360,4.648283,-74.118
Chapinero,235,4.693419,-74.146295
Fontibón,162,4.748477,-74.118
Chapinero,179,4.678601,-74.146295
Chapinero,156,4.648283,-74.030012
Usaquén,316,4.678601,-74.030012
Usaquén,248,4.693419,-74.146295
Engativá,96,4.648283,-74.118
Chapinero,339,4.693419,-74.057005
Suba,432,4.693419,-74.103209
Suba,222,4.748477,-74.146295
Fontibón,405,4.748477,-74.030012
Usaquén,493,4.683132,-74.146295
Usaquén,98,4.693419,-74.118
Suba,113,4.683132,-74.146295
Usaquén,328,4.648283,-74.103209
Engativá,126,4.648283,-74.057005
Usaquén,358,4.648283,-74.146295
Usaquén,112,4.748477,-74.146295
Usaquén,74,4.748477,-74.030012
Suba,139,4.683132,-74.146295
Engativá,251,4.678601,-74.146295
Engativá,204,4.748477,-74.057005
Chapinero,211,4.693419,-74.146295
Chapinero,175,4.648283,-74.057005
Chapinero,118,4.648283,-74.057005
Fontibón,379,4.678601,-74.030012
Chapinero,260,4.648283,-74.146295
Fontibón,269,4.693419,-74.146295
Fontibón,128,4.648283,-74.030012
Chapinero,356,4.683132,-74.146295
Fontibón,240,4.693419,-74.146295
Fontibón,335,4.683132,-74.030012
Usaquén,114,4.678601,-74.057005
Usaquén,408,4.648283,-74.118
Chapinero,123,4.748477,-74.146295
Suba,391,4.748477,-74.030012
Usaquén,444,4.683132,-74.118
Suba,495,4.683132,-74.118
Engativá,307,4.748477,-74.030012
Chapinero,318,4.678601,-74.103209
Usaquén,380,4.748477,-74.146295
Fontibón,314,4.648283,-74.057005
Chapinero,195,4.748477,-74.057005
Fontibón,390,4.648283,-74.057005
Suba,173,4.648283,-74.103209
Fontibón,450,4.693419,-74.118
Usaquén,436,4.693419,-74.118
Chapinero,131,4.683132,-74.057005
Suba,238,4.693419,-74.146295
Usaquén,364,4.748477,-74.057005
Suba,306,4.748477,-74.118
Suba,172,4.678601,-74.030012
